rowinRoot,hashedId,CMSSWID,CMSSWID,dbID,side,ix,iy,side,eta,eta_ring,sc,iSC,EE,FED,TCC,TTinTCC,CCU,token_ring,strip,VFE,Xtal in CCU,Xtal in VFE,Quadrant,chElectroniq,BarCode1,BarCode2,RusOrChin,stripid,,
61369,5734,872416075,872416075,2010006075,-1,6,75,-1,-1.49205,-18,154,25,EE-02,605,27,1,11,8,1,1,0,1,2,250,33201,11422,R,221256,,
61370,1501,872416154,872416154,2010007026,-1,7,26,-1,-1.50482,-18,233,20,EE-03,606,29,4,33,5,2,2,5,1,3,805,33106,4332,C,237840,,
61371,1591,872416155,872416155,2010007027,-1,7,27,-1,-1.51378,-18,233,19,EE-03,606,29,4,33,5,2,2,6,2,3,806,33106,4368,C,237840,,
61372,1681,872416156,872416156,2010007028,-1,7,28,-1,-1.52256,-18,233,18,EE-03,606,29,4,33,5,2,2,7,3,3,807,33106,4342,C,237840,,
61373,1771,872416157,872416157,2010007029,-1,7,29,-1,-1.53112,-18,233,17,EE-03,606,29,4,33,5,2,2,8,4,3,808,33106,4381,C,237840,,
61374,1861,872416158,872416158,2010007030,-1,7,30,-1,-1.53946,-18,233,16,EE-03,606,29,4,33,5,2,2,9,5,3,809,33106,4409,C,237840,,
61375,1951,872416159,872416159,2010007031,-1,7,31,-1,-1.54642,-18,232,20,EE-03,606,29,3,30,5,1,1,1,2,3,726,30399,203,R,237768,,
61376,2041,872416160,872416160,2010007032,-1,7,32,-1,-1.55419,-18,232,19,EE-03,606,29,3,30,5,1,1,3,4,3,728,30399,184,R,237768,,
61377,2131,872416161,872416161,2010007033,-1,7,33,-1,-1.56169,-19,232,18,EE-03,606,29,7,30,5,1,3,11,2,3,736,30399,191,R,238024,,
61378,2221,872416162,872416162,2010007034,-1,7,34,-1,-1.56891,-19,232,17,EE-03,606,29,7,30,5,1,3,13,4,3,738,30399,194,R,238024,,
61379,2311,872416163,872416163,2010007035,-1,7,35,-1,-1.57583,-19,232,16,EE-03,606,29,6,30,5,2,2,7,3,3,732,30399,178,R,237968,,
61380,2403,872416164,872416164,2010007036,-1,7,36,-1,-1.58157,-19,231,20,EE-03,606,29,6,29,5,3,3,10,1,3,710,33201,10949,R,237976,,
61381,2497,872416165,872416165,2010007037,-1,7,37,-1,-1.58775,-19,231,19,EE-03,606,29,6,29,5,1,1,2,3,3,702,33201,10932,R,237960,,
61382,2591,872416166,872416166,2010007038,-1,7,38,-1,-1.59359,-19,231,18,EE-03,606,29,6,29,5,1,1,4,5,3,704,33201,10951,R,237960,,
61383,2685,872416167,872416167,2010007039,-1,7,39,-1,-1.59907,-19,231,17,EE-03,606,29,5,29,5,2,2,6,2,3,706,33201,10934,R,237904,,
61384,2779,872416168,872416168,2010007040,-1,7,40,-1,-1.60418,-19,231,16,EE-03,606,29,5,29,5,2,2,8,4,3,708,33201,10942,R,237904,,
61385,2866,872416169,872416169,2010007041,-1,7,41,-1,-1.60829,-19,230,20,EE-03,606,29,5,23,7,1,2,6,2,3,556,33201,10356,R,237896,,
61386,2952,872416170,872416170,2010007042,-1,7,42,-1,-1.61251,-19,230,19,EE-03,606,29,5,23,7,1,2,9,5,3,559,33201,10367,R,237896,,
61387,3036,872416171,872416171,2010007043,-1,7,43,-1,-1.61632,-20,230,18,EE-03,606,28,12,23,7,1,3,10,1,3,560,33201,10339,R,230152,,
61388,3118,872416172,872416172,2010007044,-1,7,44,-1,-1.61971,-19,230,17,EE-03,606,28,8,23,7,3,1,2,3,3,552,33201,10351,R,229912,,
61389,3198,872416173,872416173,2010007045,-1,7,45,-1,-1.62267,-19,230,16,EE-03,606,28,8,23,7,3,1,4,5,3,554,33201,10352,R,229912,,
61390,3278,872416174,872416174,2010007046,-1,7,46,-1,-1.62485,-19,229,20,EE-03,606,28,8,16,7,2,2,6,2,3,381,33201,10208,R,229904,,
61391,3356,872416175,872416175,2010007047,-1,7,47,-1,-1.62681,-19,229,19,EE-03,606,28,8,16,7,2,2,9,5,3,384,33201,10209,R,229904,,
61392,3434,872416176,872416176,2010007048,-1,7,48,-1,-1.62832,-19,229,18,EE-03,606,28,7,16,7,3,1,1,2,3,376,33201,10224,R,229848,,
61393,3512,872416177,872416177,2010007049,-1,7,49,-1,-1.62938,-19,229,17,EE-03,606,28,7,16,7,3,1,3,4,3,378,33201,10197,R,229848,,
61394,3590,872416178,872416178,2010007050,-1,7,50,-1,-1.62998,-20,229,16,EE-03,606,28,11,16,7,1,3,12,3,3,387,33201,10229,R,230088,,
61395,3668,872416179,872416179,2010007051,-1,7,51,-1,-1.6301,-20,150,4,EE-03,606,28,10,8,8,1,3,14,5,2,189,33201,8087,R,230024,,
61396,3746,872416180,872416180,2010007052,-1,7,52,-1,-1.62973,-19,150,9,EE-03,606,28,6,8,8,3,1,2,3,2,177,33201,8086,R,229784,,
61397,3824,872416181,872416181,2010007053,-1,7,53,-1,-1.6289,-19,150,14,EE-03,606,28,6,8,8,3,1,0,1,2,175,33201,8085,R,229784,,
61398,3902,872416182,872416182,2010007054,-1,7,54,-1,-1.62761,-19,150,19,EE-03,606,28,5,8,8,3,2,8,4,2,183,33201,8084,R,229720,,
61399,3980,872416183,872416183,2010007055,-1,7,55,-1,-1.62587,-19,150,24,EE-03,606,28,5,8,8,3,2,6,2,2,181,33201,8082,R,229720,,
61400,4058,872416184,872416184,2010007056,-1,7,56,-1,-1.62393,-19,151,4,EE-03,606,28,5,1,8,2,1,3,4,2,3,33201,7621,R,229712,,
61401,4138,872416185,872416185,2010007057,-1,7,57,-1,-1.62118,-19,151,9,EE-03,606,28,5,1,8,2,1,1,2,2,1,33201,7620,R,229712,,
61402,4218,872416186,872416186,2010007058,-1,7,58,-1,-1.618,-20,151,14,EE-03,606,28,9,1,8,1,3,12,3,2,12,33201,7618,R,229960,,
61403,4300,872416187,872416187,2010007059,-1,7,59,-1,-1.6144,-19,151,19,EE-03,606,27,8,1,8,2,2,8,4,2,8,33201,7617,R,221712,,
61404,4384,872416188,872416188,2010007060,-1,7,60,-1,-1.61038,-19,151,24,EE-03,606,27,8,1,8,2,2,6,2,2,6,33201,7616,R,221712,,
61405,4467,872416189,872416189,2010007061,-1,7,61,-1,-1.60647,-19,152,4,EE-02,605,27,8,24,6,1,2,8,4,2,583,33201,7832,R,221704,,
61406,4551,872416190,872416190,2010007062,-1,7,62,-1,-1.60155,-19,152,9,EE-02,605,27,8,24,6,1,2,5,1,2,580,33201,7830,R,221704,,
61407,4645,872416191,872416191,2010007063,-1,7,63,-1,-1.59625,-19,152,14,EE-02,605,27,7,24,6,3,3,14,5,2,589,33201,7829,R,221656,,
61408,4739,872416192,872416192,2010007064,-1,7,64,-1,-1.59059,-19,152,19,EE-02,605,27,7,24,6,2,1,2,3,2,577,33201,7828,R,221648,,
61409,4833,872416193,872416193,2010007065,-1,7,65,-1,-1.58457,-19,152,24,EE-02,605,27,7,24,6,2,1,0,1,2,575,33201,7827,R,221648,,
61410,4925,872416194,872416194,2010007066,-1,7,66,-1,-1.579,-19,153,4,EE-02,605,27,7,17,6,1,2,8,4,2,408,30399,345,R,221640,,
61411,5015,872416195,872416195,2010007067,-1,7,67,-1,-1.57223,-19,153,9,EE-02,605,27,6,17,6,1,3,14,5,2,414,30399,354,R,221576,,
61412,5105,872416196,872416196,2010007068,-1,7,68,-1,-1.56516,-19,153,14,EE-02,605,27,6,17,6,1,3,13,4,2,413,30399,357,R,221576,,
61413,5195,872416197,872416197,2010007069,-1,7,69,-1,-1.55779,-18,153,19,EE-02,605,27,2,17,6,1,1,2,3,2,402,30399,349,R,221320,,
61414,5285,872416198,872416198,2010007070,-1,7,70,-1,-1.55014,-18,153,24,EE-02,605,27,2,17,6,1,1,0,1,2,400,30399,348,R,221320,,
61415,5375,872416199,872416199,2010007071,-1,7,71,-1,-1.54331,-18,154,4,EE-02,605,27,1,11,8,2,2,9,5,2,259,33201,11406,R,221264,,
61416,5465,872416200,872416200,2010007072,-1,7,72,-1,-1.53508,-18,154,9,EE-02,605,27,1,11,8,2,2,8,4,2,258,33201,11403,R,221264,,
61417,5555,872416201,872416201,2010007073,-1,7,73,-1,-1.52662,-18,154,14,EE-02,605,27,1,11,8,2,2,7,3,2,257,33201,11390,R,221264,,
61418,5645,872416202,872416202,2010007074,-1,7,74,-1,-1.51794,-18,154,19,EE-02,605,27,1,11,8,2,2,6,2,2,256,33201,11385,R,221264,,
61419,5735,872416203,872416203,2010007075,-1,7,75,-1,-1.50907,-18,154,24,EE-02,605,27,1,11,8,2,2,5,1,2,255,33201,11380,R,221264,,
61420,1502,872416282,872416282,2010008026,-1,8,26,-1,-1.5219,-18,233,15,EE-03,606,29,4,33,5,3,3,10,1,3,810,33106,4346,C,237848,,
61421,1592,872416283,872416283,2010008027,-1,8,27,-1,-1.53118,-18,233,14,EE-03,606,29,4,33,5,3,3,13,4,3,813,33106,4370,C,237848,,
61422,1682,872416284,872416284,2010008028,-1,8,28,-1,-1.54026,-18,233,13,EE-03,606,29,4,33,5,3,3,14,5,3,814,33106,4321,C,237848,,
61423,1772,872416285,872416285,2010008029,-1,8,29,-1,-1.54912,-19,233,12,EE-03,606,29,8,33,5,1,4,16,2,3,816,33106,4392,C,238088,,
61424,1862,872416286,872416286,2010008030,-1,8,30,-1,-1.55776,-19,233,11,EE-03,606,29,8,33,5,1,4,18,4,3,818,33106,4402,C,238088,,
61425,1952,872416287,872416287,2010008031,-1,8,31,-1,-1.56511,-19,232,15,EE-03,606,29,7,30,5,2,4,15,1,3,740,30399,192,R,238032,,
61426,2042,872416288,872416288,2010008032,-1,8,32,-1,-1.57318,-19,232,14,EE-03,606,29,7,30,5,1,3,10,1,3,735,30399,195,R,238024,,
61427,2132,872416289,872416289,2010008033,-1,8,33,-1,-1.58097,-19,232,13,EE-03,606,29,7,30,5,1,3,12,3,3,737,30399,190,R,238024,,
61428,2222,872416290,872416290,2010008034,-1,8,34,-1,-1.58847,-19,232,12,EE-03,606,29,7,30,5,1,3,14,5,3,739,30399,175,R,238024,,
61429,2312,872416291,872416291,2010008035,-1,8,35,-1,-1.59566,-19,232,11,EE-03,606,29,6,30,5,2,2,8,4,3,733,30399,180,R,237968,,
61430,2404,872416292,872416292,2010008036,-1,8,36,-1,-1.60173,-19,231,15,EE-03,606,29,6,29,5,3,3,11,2,3,711,33201,10948,R,237976,,
61431,2498,872416293,872416293,2010008037,-1,8,37,-1,-1.60817,-19,231,14,EE-03,606,29,6,29,5,3,3,12,3,3,712,33201,10930,R,237976,,
61432,2592,872416294,872416294,2010008038,-1,8,38,-1,-1.61425,-19,231,13,EE-03,606,29,6,29,5,3,3,14,5,3,714,33201,10952,R,237976,,
61433,2686,872416295,872416295,2010008039,-1,8,39,-1,-1.61996,-20,231,12,EE-03,606,29,9,29,5,2,4,15,1,3,715,33201,10939,R,238160,,
61434,2780,872416296,872416296,2010008040,-1,8,40,-1,-1.62528,-19,231,11,EE-03,606,29,5,29,5,2,2,9,5,3,709,33201,10941,R,237904,,
61435,2867,872416297,872416297,2010008041,-1,8,41,-1,-1.62965,-19,230,15,EE-03,606,29,5,23,7,1,2,7,3,3,557,33201,10355,R,237896,,
61436,2953,872416298,872416298,2010008042,-1,8,42,-1,-1.63406,-20,230,14,EE-03,606,29,9,23,7,1,4,17,3,3,567,33201,10366,R,238152,,
61437,3037,872416299,872416299,2010008043,-1,8,43,-1,-1.63803,-20,230,13,EE-03,606,28,12,23,7,1,3,11,2,3,561,33201,10340,R,230152,,
61438,3119,872416300,872416300,2010008044,-1,8,44,-1,-1.64157,-20,230,12,EE-03,606,28,12,23,7,1,3,12,3,3,562,33201,10350,R,230152,,
61439,3199,872416301,872416301,2010008045,-1,8,45,-1,-1.64467,-20,230,11,EE-03,606,28,12,23,7,1,3,13,4,3,563,33201,10362,R,230152,,
61440,3279,872416302,872416302,2010008046,-1,8,46,-1,-1.64699,-19,229,15,EE-03,606,28,8,16,7,2,2,7,3,3,382,33201,10207,R,229904,,
61441,3357,872416303,872416303,2010008047,-1,8,47,-1,-1.64904,-20,229,14,EE-03,606,28,12,16,7,2,4,17,3,3,392,33201,10210,R,230160,,
61442,3435,872416304,872416304,2010008048,-1,8,48,-1,-1.65062,-20,229,13,EE-03,606,28,11,16,7,1,3,10,1,3,385,33201,10222,R,230088,,
61443,3513,872416305,872416305,2010008049,-1,8,49,-1,-1.65173,-20,229,12,EE-03,606,28,11,16,7,1,3,11,2,3,386,33201,10196,R,230088,,
61444,3591,872416306,872416306,2010008050,-1,8,50,-1,-1.65235,-20,229,11,EE-03,606,28,11,16,7,1,3,13,4,3,388,33201,10228,R,230088,,
61445,3669,872416307,872416307,2010008051,-1,8,51,-1,-1.65248,-20,150,3,EE-03,606,28,10,8,8,1,3,13,4,2,188,33201,8081,R,230024,,
61446,3747,872416308,872416308,2010008052,-1,8,52,-1,-1.65209,-20,150,8,EE-03,606,28,10,8,8,1,3,12,3,2,187,33201,8080,R,230024,,
61447,3825,872416309,872416309,2010008053,-1,8,53,-1,-1.65123,-20,150,13,EE-03,606,28,10,8,8,1,3,11,2,2,186,33201,8079,R,230024,,
61448,3903,872416310,872416310,2010008054,-1,8,54,-1,-1.64988,-20,150,18,EE-03,606,28,9,8,8,2,4,19,5,2,194,33201,8078,R,229968,,
61449,3981,872416311,872416311,2010008055,-1,8,55,-1,-1.64806,-19,150,23,EE-03,606,28,5,8,8,3,2,5,1,2,180,33201,8077,R,229720,,
61450,4059,872416312,872416312,2010008056,-1,8,56,-1,-1.64599,-20,151,3,EE-03,606,28,9,1,8,1,3,14,5,2,14,33201,7626,R,229960,,
61451,4139,872416313,872416313,2010008057,-1,8,57,-1,-1.64312,-20,151,8,EE-03,606,28,9,1,8,1,3,13,4,2,13,33201,7625,R,229960,,
61452,4219,872416314,872416314,2010008058,-1,8,58,-1,-1.6398,-20,151,13,EE-03,606,28,9,1,8,1,3,11,2,2,11,33201,7624,R,229960,,
61453,4301,872416315,872416315,2010008059,-1,8,59,-1,-1.63604,-20,151,18,EE-03,606,27,12,1,8,2,4,19,5,2,19,33201,7623,R,221968,,
61454,4385,872416316,872416316,2010008060,-1,8,60,-1,-1.63184,-19,151,23,EE-03,606,27,8,1,8,2,2,5,1,2,5,33201,7622,R,221712,,
61455,4468,872416317,872416317,2010008061,-1,8,61,-1,-1.62768,-19,152,3,EE-02,605,27,8,24,6,1,2,7,3,2,582,33201,7837,R,221704,,
61456,4552,872416318,872416318,2010008062,-1,8,62,-1,-1.62255,-20,152,8,EE-02,605,27,12,24,6,1,4,17,3,2,592,33201,7836,R,221960,,
61457,4646,872416319,872416319,2010008063,-1,8,63,-1,-1.61703,-19,152,13,EE-02,605,27,7,24,6,3,3,13,4,2,588,33201,7835,R,221656,,
61458,4740,872416320,872416320,2010008064,-1,8,64,-1,-1.61113,-19,152,18,EE-02,605,27,7,24,6,3,3,12,3,2,587,33201,7834,R,221656,,
61459,4834,872416321,872416321,2010008065,-1,8,65,-1,-1.60487,-19,152,23,EE-02,605,27,7,24,6,3,3,10,1,2,585,33201,7833,R,221656,,
61460,4926,872416322,872416322,2010008066,-1,8,66,-1,-1.59896,-19,153,3,EE-02,605,27,7,17,6,1,2,7,3,2,407,30399,338,R,221640,,
61461,5016,872416323,872416323,2010008067,-1,8,67,-1,-1.59193,-19,153,8,EE-02,605,27,6,17,6,2,4,19,5,2,419,30399,334,R,221584,,
61462,5106,872416324,872416324,2010008068,-1,8,68,-1,-1.58457,-19,153,13,EE-02,605,27,6,17,6,1,3,12,3,2,412,30399,339,R,221576,,
61463,5196,872416325,872416325,2010008069,-1,8,69,-1,-1.57692,-19,153,18,EE-02,605,27,6,17,6,1,3,11,2,2,411,30399,333,R,221576,,
61464,5286,872416326,872416326,2010008070,-1,8,70,-1,-1.56899,-19,153,23,EE-02,605,27,6,17,6,1,3,10,1,2,410,30399,331,R,221576,,
61465,5376,872416327,872416327,2010008071,-1,8,71,-1,-1.56176,-19,154,3,EE-02,605,27,5,11,8,2,4,19,5,2,269,33201,11377,R,221520,,
61466,5466,872416328,872416328,2010008072,-1,8,72,-1,-1.55324,-19,154,8,EE-02,605,27,5,11,8,2,4,18,4,2,268,33201,11372,R,221520,,
61467,5556,872416329,872416329,2010008073,-1,8,73,-1,-1.54447,-18,154,13,EE-02,605,27,1,11,8,3,3,14,5,2,264,33201,11370,R,221272,,
61468,5646,872416330,872416330,2010008074,-1,8,74,-1,-1.5355,-18,154,18,EE-02,605,27,1,11,8,3,3,13,4,2,263,33201,11367,R,221272,,
61469,5736,872416331,872416331,2010008075,-1,8,75,-1,-1.52631,-18,154,23,EE-02,605,27,1,11,8,3,3,12,3,2,262,33201,11366,R,221272,,
61470,1080,872416405,872416405,2010009021,-1,9,21,-1,-1.48977,-18,234,10,EE-04,607,30,2,14,7,1,3,10,1,3,335,33106,4423,C,245896,,
61471,1164,872416406,872416406,2010009022,-1,9,22,-1,-1.50017,-18,234,9,EE-04,607,30,2,14,7,1,3,12,3,3,337,33106,4419,C,245896,,
61472,1248,872416407,872416407,2010009023,-1,9,23,-1,-1.51046,-18,234,8,EE-04,607,30,1,14,7,1,2,5,1,3,330,33106,4432,C,245832,,
61473,1332,872416408,872416408,2010009024,-1,9,24,-1,-1.5206,-18,234,7,EE-04,607,30,1,14,7,1,2,6,2,3,331,33106,4439,C,245832,,
61474,1416,872416409,872416409,2010009025,-1,9,25,-1,-1.53059,-18,234,6,EE-04,607,30,1,14,7,1,2,8,4,3,333,33106,4436,C,245832,,
61475,1503,872416410,872416410,2010009026,-1,9,26,-1,-1.53921,-18,233,10,EE-03,606,29,4,33,5,3,3,11,2,3,811,33106,4358,C,237848,,
61476,1593,872416411,872416411,2010009027,-1,9,27,-1,-1.5488,-19,233,9,EE-03,606,29,8,33,5,2,5,20,1,3,820,33106,4405,C,238096,,
61477,1683,872416412,872416412,2010009028,-1,9,28,-1,-1.5582,-19,233,8,EE-03,606,29,8,33,5,1,4,15,1,3,815,33106,4322,C,238088,,
61478,1773,872416413,872416413,2010009029,-1,9,29,-1,-1.56739,-19,233,7,EE-03,606,29,8,33,5,1,4,17,3,3,817,33106,4391,C,238088,,
61479,1863,872416414,872416414,2010009030,-1,9,30,-1,-1.57634,-19,233,6,EE-03,606,29,8,33,5,1,4,19,5,3,819,33106,4412,C,238088,,
61480,1953,872416415,872416415,2010009031,-1,9,31,-1,-1.5841,-19,232,10,EE-03,606,29,7,30,5,2,4,16,2,3,741,30399,179,R,238032,,
61481,2043,872416416,872416416,2010009032,-1,9,32,-1,-1.59247,-19,232,9,EE-03,606,29,7,30,5,2,4,17,3,3,742,30399,198,R,238032,,
61482,2133,872416417,872416417,2010009033,-1,9,33,-1,-1.60057,-19,232,8,EE-03,606,29,7,30,5,2,4,18,4,3,743,30399,176,R,238032,,
61483,2223,872416418,872416418,2010009034,-1,9,34,-1,-1.60836,-19,232,7,EE-03,606,29,7,30,5,2,4,19,5,3,744,30399,174,R,238032,,
61484,2313,872416419,872416419,2010009035,-1,9,35,-1,-1.61584,-19,232,6,EE-03,606,29,6,30,5,2,2,9,5,3,734,30399,181,R,237968,,
61485,2405,872416420,872416420,2010009036,-1,9,36,-1,-1.62227,-20,231,10,EE-03,606,29,10,29,5,1,5,20,1,3,720,33201,10947,R,238216,,
61486,2499,872416421,872416421,2010009037,-1,9,37,-1,-1.62898,-19,231,9,EE-03,606,29,6,29,5,3,3,13,4,3,713,33201,10929,R,237976,,
61487,2593,872416422,872416422,2010009038,-1,9,38,-1,-1.63532,-20,231,8,EE-03,606,29,10,29,5,1,5,23,4,3,723,33201,10953,R,238216,,
61488,2687,872416423,872416423,2010009039,-1,9,39,-1,-1.64127,-20,231,7,EE-03,606,29,9,29,5,2,4,16,2,3,716,33201,10937,R,238160,,
61489,2781,872416424,872416424,2010009040,-1,9,40,-1,-1.64682,-20,231,6,EE-03,606,29,9,29,5,2,4,18,4,3,718,33201,10940,R,238160,,
61490,2868,872416425,872416425,2010009041,-1,9,41,-1,-1.65147,-20,230,10,EE-03,606,29,9,23,7,1,4,15,1,3,565,33201,10354,R,238152,,
61491,2954,872416426,872416426,2010009042,-1,9,42,-1,-1.65607,-20,230,9,EE-03,606,29,9,23,7,1,4,18,4,3,568,33201,10365,R,238152,,
61492,3038,872416427,872416427,2010009043,-1,9,43,-1,-1.66022,-20,230,8,EE-03,606,28,12,23,7,3,5,20,1,3,570,33201,10341,R,230168,,
61493,3120,872416428,872416428,2010009044,-1,9,44,-1,-1.66392,-20,230,7,EE-03,606,28,12,23,7,3,5,22,3,3,572,33201,10349,R,230168,,
61494,3200,872416429,872416429,2010009045,-1,9,45,-1,-1.66715,-20,230,6,EE-03,606,28,12,23,7,1,3,14,5,3,564,33201,10359,R,230152,,
61495,3280,872416430,872416430,2010009046,-1,9,46,-1,-1.66963,-20,229,10,EE-03,606,28,12,16,7,2,4,15,1,3,390,33201,10205,R,230160,,
61496,3358,872416431,872416431,2010009047,-1,9,47,-1,-1.67178,-20,229,9,EE-03,606,28,12,16,7,2,4,18,4,3,393,33201,10211,R,230160,,
61497,3436,872416432,872416432,2010009048,-1,9,48,-1,-1.67344,-20,229,8,EE-03,606,28,11,16,7,2,5,20,1,3,395,33201,10219,R,230096,,
61498,3514,872416433,872416433,2010009049,-1,9,49,-1,-1.6746,-20,229,7,EE-03,606,28,11,16,7,2,5,22,3,3,397,33201,10195,R,230096,,
61499,3592,872416434,872416434,2010009050,-1,9,50,-1,-1.67525,-20,229,6,EE-03,606,28,11,16,7,1,3,14,5,3,389,33201,10227,R,230088,,
61500,3670,872416435,872416435,2010009051,-1,9,51,-1,-1.67539,-20,150,2,EE-03,606,28,10,8,8,2,5,24,5,2,199,33201,6320,R,230032,,
61501,3748,872416436,872416436,2010009052,-1,9,52,-1,-1.67498,-20,150,7,EE-03,606,28,10,8,8,2,5,22,3,2,197,33201,6319,R,230032,,
61502,3826,872416437,872416437,2010009053,-1,9,53,-1,-1.67407,-20,150,12,EE-03,606,28,10,8,8,1,3,10,1,2,185,33201,6311,R,230024,,
61503,3904,872416438,872416438,2010009054,-1,9,54,-1,-1.67266,-20,150,17,EE-03,606,28,9,8,8,2,4,18,4,2,193,33201,5465,R,229968,,
61504,3982,872416439,872416439,2010009055,-1,9,55,-1,-1.67075,-20,150,22,EE-03,606,28,9,8,8,2,4,16,2,2,191,33201,6210,R,229968,,
61505,4060,872416440,872416440,2010009056,-1,9,56,-1,-1.66854,-20,151,2,EE-03,606,28,9,1,8,3,5,24,5,2,24,33201,7639,R,229976,,
61506,4140,872416441,872416441,2010009057,-1,9,57,-1,-1.66554,-20,151,7,EE-03,606,28,9,1,8,3,5,22,3,2,22,33201,7638,R,229976,,
61507,4220,872416442,872416442,2010009058,-1,9,58,-1,-1.66207,-20,151,12,EE-03,606,28,9,1,8,1,3,10,1,2,10,33201,7637,R,229960,,
61508,4302,872416443,872416443,2010009059,-1,9,59,-1,-1.65814,-20,151,17,EE-03,606,27,12,1,8,2,4,18,4,2,18,33201,7636,R,221968,,
61509,4386,872416444,872416444,2010009060,-1,9,60,-1,-1.65376,-20,151,22,EE-03,606,27,12,1,8,2,4,16,2,2,16,33201,7634,R,221968,,
61510,4469,872416445,872416445,2010009061,-1,9,61,-1,-1.64933,-20,152,2,EE-02,605,27,12,24,6,1,4,19,5,2,594,33201,7819,R,221960,,
61511,4553,872416446,872416446,2010009062,-1,9,62,-1,-1.64398,-20,152,7,EE-02,605,27,12,24,6,1,4,16,2,2,591,33201,7818,R,221960,,
61512,4647,872416447,872416447,2010009063,-1,9,63,-1,-1.63822,-20,152,12,EE-02,605,27,11,24,6,1,5,24,5,2,599,33201,7817,R,221896,,
61513,4741,872416448,872416448,2010009064,-1,9,64,-1,-1.63208,-19,152,17,EE-02,605,27,7,24,6,3,3,11,2,2,586,33201,7816,R,221656,,
61514,4835,872416449,872416449,2010009065,-1,9,65,-1,-1.62555,-20,152,22,EE-02,605,27,11,24,6,1,5,21,2,2,596,33201,7815,R,221896,,
61515,4927,872416450,872416450,2010009066,-1,9,66,-1,-1.61929,-19,153,2,EE-02,605,27,7,17,6,1,2,6,2,2,406,30399,329,R,221640,,
61516,5017,872416451,872416451,2010009067,-1,9,67,-1,-1.61197,-19,153,7,EE-02,605,27,6,17,6,2,4,18,4,2,418,30399,325,R,221584,,
61517,5107,872416452,872416452,2010009068,-1,9,68,-1,-1.60433,-19,153,12,EE-02,605,27,6,17,6,2,4,17,3,2,417,30399,323,R,221584,,
61518,5197,872416453,872416453,2010009069,-1,9,69,-1,-1.59638,-19,153,17,EE-02,605,27,6,17,6,2,4,16,2,2,416,30399,319,R,221584,,
61519,5287,872416454,872416454,2010009070,-1,9,70,-1,-1.58814,-19,153,22,EE-02,605,27,6,17,6,2,4,15,1,2,415,30399,324,R,221584,,
61520,5377,872416455,872416455,2010009071,-1,9,71,-1,-1.5805,-19,154,2,EE-02,605,27,5,11,8,3,5,24,5,2,274,33201,11460,R,221528,,
61521,5467,872416456,872416456,2010009072,-1,9,72,-1,-1.57166,-19,154,7,EE-02,605,27,5,11,8,2,4,17,3,2,267,33201,11448,R,221520,,
61522,5557,872416457,872416457,2010009073,-1,9,73,-1,-1.56258,-19,154,12,EE-02,605,27,5,11,8,2,4,16,2,2,266,33201,11447,R,221520,,
61523,5647,872416458,872416458,2010009074,-1,9,74,-1,-1.55329,-19,154,17,EE-02,605,27,5,11,8,2,4,15,1,2,265,33201,11442,R,221520,,
61524,5737,872416459,872416459,2010009075,-1,9,75,-1,-1.54378,-18,154,22,EE-02,605,27,1,11,8,3,3,11,2,2,261,33201,11441,R,221272,,
61525,5824,872416460,872416460,2010009076,-1,9,76,-1,-1.53523,-18,155,2,EE-02,605,26,4,25,6,1,1,4,5,2,604,33106,4516,C,213256,,
61526,5908,872416461,872416461,2010009077,-1,9,77,-1,-1.52532,-18,155,7,EE-02,605,26,4,25,6,1,1,2,3,2,602,33106,4499,C,213256,,
61527,5992,872416462,872416462,2010009078,-1,9,78,-1,-1.51524,-18,155,12,EE-02,605,26,4,25,6,1,1,0,1,2,600,33106,4498,C,213256,,
61528,6076,872416463,872416463,2010009079,-1,9,79,-1,-1.50502,-18,155,17,EE-02,605,26,3,25,6,1,2,8,4,2,608,33106,4503,C,213192,,
61529,6160,872416464,872416464,2010009080,-1,9,80,-1,-1.49467,-18,155,22,EE-02,605,26,3,25,6,1,2,6,2,2,606,33106,4504,C,213192,,
61530,1081,872416533,872416533,2010010021,-1,10,21,-1,-1.50552,-18,234,5,EE-04,607,30,2,14,7,1,3,11,2,3,336,33106,4435,C,245896,,
61531,1165,872416534,872416534,2010010022,-1,10,22,-1,-1.51626,-18,234,4,EE-04,607,30,2,14,7,1,3,13,4,3,338,33106,4420,C,245896,,
61532,1249,872416535,872416535,2010010023,-1,10,23,-1,-1.52687,-18,234,3,EE-04,607,30,2,14,7,1,3,14,5,3,339,33106,4422,C,245896,,
61533,1333,872416536,872416536,2010010024,-1,10,24,-1,-1.53734,-18,234,2,EE-04,607,30,1,14,7,1,2,7,3,3,332,33106,4440,C,245832,,
61534,1417,872416537,872416537,2010010025,-1,10,25,-1,-1.54767,-18,234,1,EE-04,607,30,1,14,7,1,2,9,5,3,334,33106,4437,C,245832,,
61535,1504,872416538,872416538,2010010026,-1,10,26,-1,-1.55673,-18,233,5,EE-03,606,29,4,33,5,3,3,12,3,3,812,33106,4361,C,237848,,
61536,1594,872416539,872416539,2010010027,-1,10,27,-1,-1.56666,-19,233,4,EE-03,606,29,8,33,5,2,5,21,2,3,821,33106,4411,C,238096,,
61537,1684,872416540,872416540,2010010028,-1,10,28,-1,-1.5764,-19,233,3,EE-03,606,29,8,33,5,2,5,22,3,3,822,33106,4317,C,238096,,
