crystal rawid	A 	 	t_0 	alpha 	beta 
838862086	0.2415	124.285	1.17814	40.4942
838862087	0.242391	123.942	1.16346	40.5579
838862088	0.24124	124.99	1.19933	40.4007
838862089	0.24036	124.422	1.21247	40.2519
838862090	0.242375	124.739	1.15172	40.8473
838862091	0.242151	124.587	1.20345	39.9434
838862092	0.242313	123.112	1.15118	40.6055
838862093	0.241116	124.359	1.18798	40.3504
838862094	0.242551	122.282	1.14747	40.6391
838862095	0.240613	125.386	1.29138	38.4634
838862096	0.241755	124.256	1.16573	40.6918
838862097	0.240709	124.433	1.18867	40.4467
838862098	0.241588	123.289	1.18627	40.2115
838862099	0.24131	124.387	1.19868	40.2058
838862100	0.243921	123.836	1.14947	40.4164
838862101	0.242195	125.782	1.21338	39.8806
838862102	0.24292	124.443	1.18263	40.0035
838862103	0.24311	123.9	1.19079	39.9132
838862104	0.243134	123.532	1.16415	40.2736
838862105	0.242642	124.417	1.16712	40.4867
838862106	0.243298	123.764	1.18181	40.0058
838862107	0.242312	123.782	1.17484	40.3464
838862108	0.242273	123.639	1.17706	40.2295
838862109	0.24151	124.858	1.12562	40.985
838862110	0.243531	125.014	1.19158	39.9228
838862111	0.241782	125.917	1.20707	40.1977
838862112	0.245017	124.628	1.01169	41.6278
838862113	0.241946	124.789	1.17521	40.5696
838862114	0.242427	124.782	1.17732	40.3362
838862115	0.242936	125.69	1.16105	39.8399
838862116	0.24113	124.117	1.18418	40.3674
838862117	0.242	124.176	1.18732	40.2305
838862118	0.241125	124.668	1.21545	39.7849
838862119	0.241131	124.661	1.19443	40.3399
838862120	0.242262	124.603	1.16312	40.6306
838862121	0.241608	124.401	1.1758	40.5948
838862122	0.241366	124.491	1.18203	40.5881
838862123	0.241739	123.485	1.15228	40.8957
838862124	0.24078	123.378	1.17389	40.676
838862125	0.24121	122.954	1.17195	40.4057
838862126	0.241494	123.562	1.20365	39.9957
838862127	0.242735	124.271	1.24166	38.6133
838862128	0.241243	122.7	1.15716	40.8435
838862129	0.241021	122.612	1.19029	40.2746
838862130	0.243021	124.538	1.15129	40.7168
838862131	0.24232	124.074	1.16138	40.8141
838862132	0.242166	124.118	1.175	40.5298
838862133	0.242584	123.211	1.15144	40.6425
838862134	0.239193	124.376	1.22976	39.7692
838862135	0.241467	124.945	1.17204	40.6951
838862136	0.242075	124.519	1.18365	40.4667
838862137	0.242779	123.474	1.17035	40.2637
838862138	0.241889	123.264	1.19891	39.8209
838862139	0.242088	123.933	1.19022	40.047
838862140	0.24445	122.717	1.21693	37.3855
838862141	0.243303	123.877	1.13666	40.7722
838862142	0.242663	124.106	1.16947	40.55
838862143	0.241968	124.486	1.18887	40.261
838862144	0.24184	123.956	1.17206	40.4726
838862145	0.241467	125.264	1.21298	40.187
838862146	0.243117	123.944	1.17773	40.1589
838862147	0.244005	122.103	1.17476	39.4964
838862148	0.241521	123.777	1.16448	40.7149
838862149	0.240712	123.769	1.17726	40.7259
838862150	0.241306	124.19	1.17208	40.614
838862151	0.240708	124.358	1.19255	40.4382
838862152	0.240038	124.5	1.19249	40.5489
838862153	0.240665	122.097	1.16376	40.7869
838862154	0.240511	124.069	1.20922	40.2066
838862155	0.24247	124.019	1.1836	40.1302
838862156	0.240477	123.374	1.17787	40.7313
838862157	0.240289	125.405	1.15339	40.3546
838862158	0.240361	122.077	1.17492	40.462
838862159	0.240787	121.687	1.14687	40.9463
838862160	0.241557	123.896	1.17316	40.5552
838862161	0.241897	123.195	1.17699	40.4055
838862162	0.240696	122.96	1.18041	40.4474
838862163	0.242054	121.361	1.11536	41.2738
838862164	0.240818	123.386	1.20355	40.0929
838862165	0.241479	124.494	1.20439	40.1067
838862166	0.242372	124.128	1.20356	39.9248
838862167	0.240587	123.8	1.20892	40.1595
838862168	0.239965	123.514	1.18778	40.6225
838862169	0.239935	125.228	1.11065	41.1418
838862170	0.241576	125.131	1.18025	40.5838
838862171	0.242355	124.016	1.19487	39.9614
838862172	0.240853	126.005	1.17771	40.6186
838862173	0.240578	123.234	1.15823	41.0216
838862174	0.240885	124.63	1.19213	40.4943
838862175	0.242641	126.231	1.18023	39.877
838862176	0.241969	124.664	1.18455	40.531
838862177	0.241144	124.8	1.20287	40.3279
838862178	0.241232	124.847	1.20252	40.2711
838862179	0.24059	124.177	1.17618	40.741
838862180	0.241765	124.378	1.19833	40.0891
838862181	0.239686	123.699	1.1823	40.7211
838862182	0.24156	123.225	1.18062	40.3094
838862183	0.241338	123.03	1.20249	40.2013
838862184	0.239853	124.046	1.16151	41.092
838862337	0.240528	124.52	1.21237	40.2516
838862338	0.240592	125.154	1.20249	40.5001
838862339	0.242069	125.221	1.22612	39.7743
838862340	0.241525	124.699	1.1956	40.2939
838862341	0.241295	126.39	1.13859	41.1074
838862342	0.240789	125.159	1.1985	40.4293
838862343	0.244264	126.076	1.1549	39.7442
838862344	0.243285	124.97	1.18676	40.1001
838862345	0.242872	124.467	1.14642	40.8635
838862346	0.243477	125.163	1.18156	40.2551
838862347	0.241429	123.897	1.17513	40.3785
838862348	0.239882	125.153	1.18877	40.8588
838862349	0.240213	125.633	1.2196	40.2943
838862350	0.241741	125.112	1.21233	39.9929
838862351	0.24239	123.829	1.11612	41.3729
838862352	0.241159	123.682	1.15667	40.8857
838862353	0.241455	124.025	1.16716	40.6775
838862354	0.242303	124.533	1.18225	40.3644
838862355	0.243252	124.67	1.18266	40.1192
838862356	0.24022	125.244	1.20378	40.4313
838862357	0.242022	124.317	1.18319	40.4667
838862358	0.242505	125.373	1.11906	40.6265
838862359	0.242833	125.979	1.16784	39.9247
838862360	0.243167	124.972	1.17743	40.2738
838862361	0.24459	126.29	1.06024	41.0961
838862362	0.241316	123.744	1.17734	40.4386
838862363	0.241334	124.512	1.18718	40.5205
838862364	0.242392	124.044	1.17624	40.4315
838862365	0.240939	124.935	1.19344	40.46
838862366	0.242117	123.898	1.16636	40.6521
838862367	0.242329	123.536	1.17143	40.3448
838862368	0.243401	124.361	1.18389	39.9715
838862369	0.242874	125.123	1.19652	39.9841
838862370	0.241952	125.047	1.18134	40.5468
838862371	0.242296	124.667	1.18004	40.4709
838862372	0.243353	123.578	1.16668	40.227
838862373	0.243318	125.506	1.21339	39.657
838862374	0.244564	124.247	1.17335	39.9526
838862375	0.243121	125.389	1.19198	39.9777
838862376	0.243709	125.356	1.16576	40.3936
838862377	0.242017	124.131	1.17709	40.4304
838862378	0.242628	123.388	1.19723	39.8583
838862379	0.242777	123.835	1.16365	40.4564
838862380	0.242256	124.109	1.17241	40.5135
838862381	0.243009	125.313	1.19127	40.1019
838862382	0.241385	124.178	1.16807	40.794
838862383	0.243423	122.857	1.15684	40.2212
838862384	0.24219	124.446	1.18658	40.2646
838862385	0.241177	125.003	1.23252	39.5189
838862386	0.243535	125.284	1.1997	39.8357
838862387	0.242622	124.388	1.20693	39.8623
838862388	0.243143	123.927	1.18205	40.1366
838862389	0.241393	124.202	1.17906	40.4863
838862390	0.242206	124.627	1.18967	40.2816
838862391	0.243368	123.934	1.13179	40.9478
838862392	0.242991	125.707	1.04404	41.4154
838862393	0.241954	125.471	1.19546	40.3435
838862394	0.242467	124.292	1.1782	40.3908
838862395	0.242806	124.808	1.20564	39.8977
838862396	0.241571	125.161	1.15809	41.0733
838862402	0.2411	124.897	1.19366	40.4524
838862403	0.241279	125.132	1.21872	39.9748
838862404	0.241892	124.955	1.21346	39.8837
838862405	0.242725	124.582	1.16567	40.4545
838862406	0.241406	125.809	1.1852	40.6545
838862407	0.240789	125.196	1.19476	40.6525
838862408	0.241353	124.426	1.14675	41.0221
838862409	0.240891	124.849	1.17462	40.9287
838862410	0.242723	124.991	1.18476	40.2531
838862411	0.242628	125.041	1.18812	40.2031
838862412	0.241455	124.183	1.17562	40.5717
838862413	0.24172	124.65	1.19583	40.3062
838862414	0.24085	125.124	1.2107	40.2254
838862415	0.243058	124.465	1.17236	40.2741
838862416	0.243648	124.119	1.17167	40.0947
838862417	0.241254	124.123	1.1686	40.7156
838862418	0.24164	124.189	1.20148	40.0447
838862419	0.242621	124.225	1.1892	40.1233
838862420	0.242811	126.364	1.18391	39.7377
838862421	0.242743	125.387	1.19052	40.2523
838862422	0.24192	124.983	1.17681	40.5687
838862423	0.242693	124.112	1.18343	40.1923
838862424	0.241514	125.463	1.18518	40.6163
838862425	0.24314	124.831	1.16828	40.462
838862426	0.242103	125.552	1.18228	40.5598
838862427	0.242321	124.689	1.16919	40.4638
838862428	0.242719	124.872	1.17127	40.5074
838862429	0.242953	123.578	1.15782	40.5036
838862430	0.242303	125.767	1.16857	40.594
838862431	0.243192	125.406	1.19267	40.0905
838862432	0.241065	124.171	1.17381	40.6891
838862433	0.241181	124.866	1.20287	40.1857
838862434	0.241268	124.383	1.17634	40.7399
838862435	0.241749	124.196	1.177	40.5292
838862436	0.241155	125.11	1.18743	40.5789
838862437	0.241454	122.602	1.1492	40.8927
838862438	0.241486	123.191	1.16742	40.6831
838862439	0.2401	124.445	1.1933	40.7356
838862441	0.241068	125.048	1.20129	40.3201
838862442	0.241856	124.704	1.21386	39.9508
838862443	0.241074	124.849	1.21114	40.1447
838862444	0.241712	124.622	1.1999	40.2415
838862445	0.242318	124.972	1.18862	40.2839
838862446	0.241275	125.698	1.20466	40.2686
838862447	0.242967	124.514	1.2152	39.6303
838862448	0.241929	124.837	1.21957	39.831
838862449	0.241995	124.943	1.2078	40.0949
838862450	0.242708	125.784	1.21945	39.7954
838862451	0.241263	126.802	1.24256	39.8967
838862452	0.241501	125.405	1.19064	40.4368
838862453	0.241211	126.069	1.2005	40.4125
838862454	0.241442	125.216	1.18239	40.5641
838862455	0.242147	125.393	1.20216	40.085
838862456	0.241952	125.23	1.1654	40.9764
838862457	0.241793	124.743	1.1859	40.3832
838862458	0.240393	125.494	1.20246	40.5737
838862459	0.242014	125.68	1.20643	40.1669
838862460	0.242182	128.57	1.196	39.4514
838862461	0.242275	124.703	1.17805	40.2543
838862462	0.241552	124.217	1.16095	40.8161
838862463	0.241969	124.524	1.18793	40.3899
838862464	0.240877	126.16	1.20655	40.5018
838862465	0.24322	124.71	1.16009	40.5919
838862466	0.243095	125.513	1.20013	39.9551
838862467	0.239562	124.514	1.18522	40.6104
838862468	0.24187	125.528	1.21021	40.0002
838862469	0.241344	124.888	1.19481	40.2919
838862470	0.242958	124.57	1.20017	39.9427
838862471	0.244232	125.342	1.06069	41.0345
838862472	0.241723	122.33	1.13894	40.9608
838862473	0.241422	122.623	1.15807	40.6971
838862474	0.242337	124.514	1.20703	39.8589
838862475	0.24071	124.774	1.18115	40.7315
838862476	0.242993	124.575	1.20391	39.8469
838862477	0.241953	123.113	1.17488	40.1741
838862478	0.241228	125.6	1.19363	40.4575
838862479	0.243356	125.833	1.22714	39.5145
838862480	0.24218	125.819	1.20881	39.9488
838862481	0.243182	124.533	1.15242	40.6214
838862482	0.24207	122.64	1.14553	40.7685
838862483	0.242767	124.537	1.20958	39.7533
838862484	0.241623	123.457	1.18558	40.2222
838862485	0.241594	125.871	1.20189	40.2601
838862486	0.241829	125.701	1.20678	40.0205
838862487	0.243233	123.976	1.1538	40.3897
838862488	0.245208	124.348	1.16931	39.4699
838862489	0.24314	126.194	1.20523	39.8315
838862490	0.243805	124.549	1.14515	40.7293
838862491	0.243081	125.375	1.18413	40.3495
838862492	0.240869	125.384	1.1723	41.0312
838862493	0.239732	125.631	1.20588	40.7083
838862494	0.240052	125.033	1.18849	40.8062
838862495	0.242057	123.785	1.16888	40.522
838862496	0.240793	121.199	1.08163	41.8906
838862497	0.241368	123.716	1.15699	40.816
838862498	0.242625	124.6	1.17514	40.3485
838862499	0.242694	122.876	1.15191	40.4215
838862500	0.24294	124.203	1.17315	40.3233
838862501	0.244303	124.652	1.18278	39.8988
838862502	0.242152	123.587	1.19016	40.1716
838862503	0.241872	124.483	1.18682	40.3624
838862504	0.243184	123.625	1.17363	40.1218
838862505	0.24165	124.29	1.19352	40.1395
838862506	0.243476	124.358	1.20421	39.6899
838862507	0.242965	123.646	1.16981	40.1908
838862508	0.242394	124.298	1.19169	40.0393
838862509	0.24287	124.799	1.20725	39.8437
838862510	0.242645	125.6	1.20725	39.968
838862511	0.242501	125.115	1.21742	39.8184
838862512	0.241515	125.426	1.18868	40.4812
838862513	0.242446	124.751	1.20187	40.014
838862514	0.242173	125.259	1.12227	40.674
838862515	0.242033	124.997	1.16375	40.777
838862516	0.243091	125.674	1.16816	40.5319
838862517	0.241365	124.853	1.21944	39.899
838862518	0.24117	125.672	1.19649	40.5221
838862519	0.242119	125.796	1.20486	40.141
838862520	0.241757	125.354	1.20124	39.9619
838862521	0.240382	126.726	1.22818	40.2669
838862522	0.242099	125.525	1.19916	40.2062
838862523	0.242007	123.102	1.13748	40.8467
838862524	0.240937	125.506	1.22637	39.955
838862525	0.242807	124.835	1.21793	39.6242
838862526	0.244582	123.941	1.15843	40.0468
838862527	0.242853	116.939	0.934545	43.0257
838862528	0.242807	123.069	1.1882	39.9108
838862529	0.242161	123.96	1.18039	40.3658
838862530	0.242151	123.352	1.17893	40.0193
838862531	0.244193	123.506	1.14481	40.2911
838862532	0.24185	125.132	1.17494	40.6088
838862533	0.240951	124.58	1.17663	40.7939
838862534	0.242517	125.007	1.18007	40.3937
838862535	0.240898	124.745	1.13513	41.5193
838862536	0.241582	123.028	1.08286	42.041
838862537	0.24002	124.124	1.15332	41.3102
838862538	0.241021	125.401	1.18218	40.6842
838862539	0.241239	125.229	1.17166	40.864
838862540	0.241935	125.809	1.16403	40.8454
838862541	0.242091	125.298	1.17596	40.5267
838862542	0.241807	125.288	1.19893	40.0851
838862543	0.242897	125.833	1.13643	40.3258
838862544	0.242457	124.655	1.18871	40.2331
838862545	0.241098	124.895	1.15372	41.0713
838862546	0.243145	125.896	1.17812	40.1426
838862547	0.241151	124.279	1.17392	40.7528
838862548	0.241972	125.04	1.21056	40.021
838862549	0.241447	124.63	1.18551	40.416
838862550	0.241981	124.938	1.15685	40.8615
838862551	0.241794	124.835	1.15931	40.8849
838862552	0.2417	124.735	1.18334	40.5838
838862553	0.24094	124.219	1.18019	40.5873
838862554	0.240438	124.988	1.16943	40.753
838862555	0.242578	125.107	1.19224	40.046
838862556	0.242703	125.153	1.18458	40.227
838862557	0.241762	122.99	1.16832	40.4992
838862558	0.240864	124.848	1.19806	40.3604
838862559	0.242021	125.13	1.16351	40.1424
838862560	0.241277	125.062	1.20116	40.3558
838862561	0.242645	125.542	1.10787	40.6669
838862562	0.241597	125.198	1.22147	39.9652
838862563	0.242438	124.346	1.2093	39.7988
838862564	0.242311	124.601	1.19704	40.1053
838862565	0.243432	124.796	1.18397	40.1291
838862566	0.242174	125.407	1.19995	40.1319
838862567	0.242835	123.425	1.16756	40.3405
838862568	0.242368	123.623	1.16124	40.5984
838862569	0.242805	124.806	1.20007	39.7671
838862570	0.241537	125.104	1.17622	40.714
838862571	0.243831	123.688	1.12935	40.9536
838862572	0.243015	124.861	1.1832	40.174
838862573	0.241932	124.732	1.18204	40.4665
838862574	0.243108	124.658	1.1591	40.5944
838862575	0.24334	125.538	1.17603	40.2804
838862576	0.243719	124.6	1.17986	40.0837
838862577	0.242122	123.285	1.17674	40.3317
838862578	0.243695	123.843	1.18856	39.7739
838862579	0.242117	123.428	1.15172	40.6771
838862580	0.242511	124.364	1.19854	40.0087
838862581	0.242894	123.758	1.17327	40.2559
838862582	0.241697	124.744	1.20567	40.0707
838862583	0.241141	125.472	1.19983	40.3258
838862584	0.242086	126.85	1.14133	40.5009
838862585	0.242703	124.898	1.16543	40.644
838862586	0.242537	125.446	1.18686	40.3615
838862587	0.241888	124.437	1.1964	40.1114
838862588	0.243815	123.18	1.15816	40.2351
838862589	0.242833	124.347	1.18841	40.242
838862590	0.243131	124.253	1.19405	39.8838
838862591	0.243629	125.547	1.18109	40.0598
838862592	0.242504	124.296	1.20534	39.8726
838862593	0.242485	124.171	1.18084	40.2638
838862594	0.241943	124.077	1.17734	40.4094
838862595	0.241917	123.778	1.17321	40.3922
838862596	0.24254	124.201	1.16875	40.6112
838862597	0.24152	124.891	1.20471	40.1898
838862598	0.242212	124.669	1.1952	40.1306
838862599	0.241237	124.323	1.15421	41.0648
838862600	0.242583	125.652	1.20372	40.0646
838862601	0.243934	125.692	1.22415	39.4156
838862602	0.241463	125.336	1.18453	40.6147
838862603	0.241721	124.767	1.19107	40.3749
838862604	0.241652	123.645	1.14531	40.9579
838862605	0.243126	124.55	1.16342	40.4236
838862606	0.241556	125.525	1.18609	40.5151
838862607	0.242177	124.26	1.1906	40.2511
838862608	0.242927	123.65	1.1545	40.4542
838862609	0.24275	123.978	1.18155	40.1931
838862610	0.243246	123.687	1.1719	40.1991
838862611	0.242303	124.795	1.16722	40.6221
838862612	0.24203	124.616	1.18676	40.4137
838862613	0.243678	125.589	1.21682	39.5875
838862614	0.242393	124.539	1.18143	40.3873
838862615	0.243223	124.366	1.1541	40.6252
838862616	0.243186	124.327	1.15679	40.4431
838862617	0.241786	123.811	1.16734	40.5929
838862618	0.241472	124.511	1.18238	40.5576
838862619	0.240842	125.237	1.20428	40.3477
838862620	0.241846	124.81	1.18492	40.4496
838862621	0.242943	124.558	1.1584	40.5384
838862622	0.24201	124.699	1.14323	41.0855
838862623	0.242382	125.137	1.18354	40.3486
838862624	0.242937	124.599	1.17465	40.2782
838862625	0.243401	126.348	1.20032	40.034
838862626	0.243311	125.437	1.19386	40.0348
838862627	0.241727	124.029	1.17787	40.3303
838862628	0.242214	124.533	1.19451	40.1558
838862629	0.241387	123.992	1.1637	40.8935
838862630	0.24257	124.939	1.18739	40.1614
838862631	0.241499	126.128	1.21504	40.1173
838862632	0.242526	124.493	1.15516	40.7747
838862633	0.241796	125.466	1.19406	40.2971
838862634	0.243352	124.788	1.18881	39.9739
838862635	0.243157	125.883	1.23142	39.4015
838862636	0.241564	126.466	1.18374	40.7263
838862637	0.241059	123.576	1.15546	40.8865
838862638	0.241524	122.662	1.11856	41.2789
838862639	0.242367	122.956	1.16995	40.3812
838862640	0.241547	125.673	1.13522	40.7964
838862641	0.242047	123.796	1.17074	40.4591
838862642	0.241804	125.551	1.19848	40.4769
838862643	0.242726	123.39	1.15571	40.4981
838862644	0.241288	124.998	1.21035	39.9872
838862645	0.242992	124.887	1.1681	40.43
838862646	0.243288	124.503	1.20377	39.773
838862647	0.242916	124.187	1.1969	39.8833
838862648	0.243749	124.063	1.18893	39.9115
838862649	0.242471	124.177	1.13675	41.1238
838862650	0.243079	124.715	1.17546	40.328
838862651	0.245013	125.911	1.04603	41.1531
838862652	0.241904	124.593	1.18708	40.3884
838862653	0.241247	123.976	1.18164	40.3163
838862654	0.243231	123.841	1.16235	40.5488
838862655	0.242594	124.541	1.1549	40.6886
838862656	0.243618	124.705	1.21141	39.759
838862657	0.241963	123.76	1.17754	40.3118
838862658	0.240511	123.62	1.126	41.7218
838862659	0.240906	123.092	1.11902	41.5996
838862660	0.241954	124.92	1.08243	41.7301
838862661	0.242077	126.077	1.226	39.7543
838862662	0.240859	122.98	1.14382	41.1844
838862663	0.241523	124.899	1.2	40.3007
838862664	0.241696	122.884	1.1276	41.2347
838862665	0.242963	123.451	1.1748	39.9826
838862666	0.242408	124.613	1.17512	40.3053
838862667	0.242648	124.143	1.19917	39.8781
838862668	0.243037	122.878	1.19481	39.5984
838862669	0.242469	124.383	1.2114	39.684
